methodology_id,section,factor,formula_id,metric_name,rule_type,score,score_label,min_value,max_value,min_inclusive,max_inclusive,direction,value_scale,secondary_formula_id,secondary_min_value,secondary_max_value,secondary_min_inclusive,secondary_max_inclusive,source_file,source_location,confidence,notes
sp_water_sewer,Manual / Qualitative,Financial Management Assessment,financial_management_assessment,Financial Management Assessment,manual_score,1.0,1 to 6 analyst assessment,,,,,,decimal,,,,,,S&P Water Sewer Criteria 2025.pdf,Qualitative management / industry risk sections,medium,Manual input in MVP. Later can decompose OMA/FMA subfactors.
sp_community_college_go,Financial Profile,Financial Performance,adjusted_operating_margin,Operating margin - community colleges,direct_numeric,1.0,,0.05,,False,,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 6 Assessing Financial Performance For Education Providers,high,
sp_community_college_go,Financial Profile,Financial Performance,adjusted_operating_margin,Operating margin - community colleges,direct_numeric,2.0,,0.01,0.05,True,True,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 6 Assessing Financial Performance For Education Providers,high,
sp_community_college_go,Financial Profile,Financial Performance,adjusted_operating_margin,Operating margin - community colleges,direct_numeric,3.0,,-0.02,0.01,True,False,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 6 Assessing Financial Performance For Education Providers,high,
sp_community_college_go,Financial Profile,Financial Performance,adjusted_operating_margin,Operating margin - community colleges,direct_numeric,4.0,,-0.05,-0.02,True,False,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 6 Assessing Financial Performance For Education Providers,high,
sp_community_college_go,Financial Profile,Financial Performance,adjusted_operating_margin,Operating margin - community colleges,direct_numeric,5.0,,-0.08,-0.05,True,False,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 6 Assessing Financial Performance For Education Providers,high,
sp_community_college_go,Financial Profile,Financial Performance,adjusted_operating_margin,Operating margin - community colleges,direct_numeric,6.0,,,-0.08,,False,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 6 Assessing Financial Performance For Education Providers,high,
sp_community_college_go,Financial Profile,Financial Resources,cash_to_opex,Cash and investments to operating expenses - public universities/community colleges,direct_numeric,1.0,,0.9,,False,,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 8 Assessing Financial Resources For Education Providers,high,
sp_community_college_go,Financial Profile,Financial Resources,cash_to_opex,Cash and investments to operating expenses - public universities/community colleges,direct_numeric,2.0,,0.6,0.9,True,True,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 8 Assessing Financial Resources For Education Providers,high,
sp_community_college_go,Financial Profile,Financial Resources,cash_to_opex,Cash and investments to operating expenses - public universities/community colleges,direct_numeric,3.0,,0.3,0.6,True,False,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 8 Assessing Financial Resources For Education Providers,high,
sp_community_college_go,Financial Profile,Financial Resources,cash_to_opex,Cash and investments to operating expenses - public universities/community colleges,direct_numeric,4.0,,0.2,0.3,True,False,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 8 Assessing Financial Resources For Education Providers,high,
sp_community_college_go,Financial Profile,Financial Resources,cash_to_opex,Cash and investments to operating expenses - public universities/community colleges,direct_numeric,5.0,,0.15,0.2,True,False,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 8 Assessing Financial Resources For Education Providers,high,
sp_community_college_go,Financial Profile,Financial Resources,cash_to_opex,Cash and investments to operating expenses - public universities/community colleges,direct_numeric,6.0,,,0.15,,False,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 8 Assessing Financial Resources For Education Providers,high,
sp_community_college_go,Financial Profile,Debt & Contingent Liabilities,mads_burden,Maximum annual debt service burden - community colleges,direct_numeric,1.0,,,0.02,,False,lower_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 10 Assessing Debt And Contingent Liabilities For Education Providers,high,
sp_community_college_go,Financial Profile,Debt & Contingent Liabilities,mads_burden,Maximum annual debt service burden - community colleges,direct_numeric,2.0,,0.02,0.04,True,False,lower_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 10 Assessing Debt And Contingent Liabilities For Education Providers,high,
sp_community_college_go,Financial Profile,Debt & Contingent Liabilities,mads_burden,Maximum annual debt service burden - community colleges,direct_numeric,3.0,,0.04,0.06,True,False,lower_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 10 Assessing Debt And Contingent Liabilities For Education Providers,high,
sp_community_college_go,Financial Profile,Debt & Contingent Liabilities,mads_burden,Maximum annual debt service burden - community colleges,direct_numeric,4.0,,0.06,0.12,True,False,lower_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 10 Assessing Debt And Contingent Liabilities For Education Providers,high,
sp_community_college_go,Financial Profile,Debt & Contingent Liabilities,mads_burden,Maximum annual debt service burden - community colleges,direct_numeric,5.0,,0.12,0.2,True,False,lower_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 10 Assessing Debt And Contingent Liabilities For Education Providers,high,
sp_community_college_go,Financial Profile,Debt & Contingent Liabilities,mads_burden,Maximum annual debt service burden - community colleges,direct_numeric,6.0,,0.2,,False,,lower_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 10 Assessing Debt And Contingent Liabilities For Education Providers,high,
sp_community_college_go,Financial Profile,Debt & Contingent Liabilities,cash_to_ltd,Cash and investments to total debt - community colleges,direct_numeric,1.0,,2.0,,False,,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 10 Assessing Debt And Contingent Liabilities For Education Providers,high,
sp_community_college_go,Financial Profile,Debt & Contingent Liabilities,cash_to_ltd,Cash and investments to total debt - community colleges,direct_numeric,2.0,,1.0,2.0,True,True,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 10 Assessing Debt And Contingent Liabilities For Education Providers,high,
sp_community_college_go,Financial Profile,Debt & Contingent Liabilities,cash_to_ltd,Cash and investments to total debt - community colleges,direct_numeric,3.0,,0.7,1.0,True,False,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 10 Assessing Debt And Contingent Liabilities For Education Providers,high,
sp_community_college_go,Financial Profile,Debt & Contingent Liabilities,cash_to_ltd,Cash and investments to total debt - community colleges,direct_numeric,4.0,,0.5,0.7,True,False,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 10 Assessing Debt And Contingent Liabilities For Education Providers,high,
sp_community_college_go,Financial Profile,Debt & Contingent Liabilities,cash_to_ltd,Cash and investments to total debt - community colleges,direct_numeric,5.0,,0.2,0.5,True,False,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 10 Assessing Debt And Contingent Liabilities For Education Providers,high,
sp_community_college_go,Financial Profile,Debt & Contingent Liabilities,cash_to_ltd,Cash and investments to total debt - community colleges,direct_numeric,6.0,,,0.2,,False,higher_is_stronger,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Table 10 Assessing Debt And Contingent Liabilities For Education Providers,high,
sp_community_college_go,Enterprise Profile,Industry Risk,industry_risk,Industry Risk,manual_score,1.0,1 to 6 analyst assessment,,,,,,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Enterprise risk profile qualitative factors,medium,Manual input in MVP.
sp_community_college_go,Enterprise Profile,Management & Governance,management_governance_assessment,Management & Governance,manual_score,1.0,1 to 6 analyst assessment,,,,,,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Enterprise risk profile qualitative factors,medium,Manual input in MVP.
sp_community_college_go,Enterprise Profile,Economy,gdp_per_capita,GDP per capita,manual_or_external_scale,,,,,,,,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Economic fundamentals / market position sections,low,Exact threshold table was not sufficiently available in uploaded snippets/project templates; keep manual until official scale is added.
sp_community_college_go,Enterprise Profile,Economy,personal_income_per_capita,Personal income per capita,manual_or_external_scale,,,,,,,,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Economic fundamentals / market position sections,low,Exact threshold table was not sufficiently available in uploaded snippets/project templates; keep manual until official scale is added.
sp_community_college_go,Enterprise Profile,Economy,population_growth,Population Growth,manual_or_external_scale,,,,,,,,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Economic fundamentals / market position sections,low,Exact threshold table was not sufficiently available in uploaded snippets/project templates; keep manual until official scale is added.
sp_community_college_go,Enterprise Profile,Economy,assessed_value_growth,Assessed Value Growth,manual_or_external_scale,,,,,,,,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Economic fundamentals / market position sections,low,Exact threshold table was not sufficiently available in uploaded snippets/project templates; keep manual until official scale is added.
sp_community_college_go,Enterprise Profile,Market Position,service_area_population,Service Area Population,manual_or_external_scale,,,,,,,,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Economic fundamentals / market position sections,low,Exact threshold table was not sufficiently available in uploaded snippets/project templates; keep manual until official scale is added.
sp_community_college_go,Enterprise Profile,Market Position,fte_enrollment,FTE Enrollment,manual_or_external_scale,,,,,,,,decimal,,,,,,S&P - RatingsDirect_Criteria_Governments_General_GlobalNot-For-ProfitEducationProviders_3350616_Apr-24-2023.pdf,Economic fundamentals / market position sections,low,Exact threshold table was not sufficiently available in uploaded snippets/project templates; keep manual until official scale is added.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,1.0,Aaa,,1.5,,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,1.5,Aa1,1.5,1.83,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,2.0,Aa2,1.83,2.17,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,2.5,Aa3,2.17,2.5,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,3.0,A1,2.5,2.83,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,3.0,A2,2.83,3.17,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,3.5,A3,3.17,3.5,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,4.0,Baa1,3.5,3.83,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,4.0,Baa2,3.83,4.17,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,4.5,Baa3,4.17,4.5,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,5.0,Ba1,4.5,4.83,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,5.0,Ba2,4.83,5.17,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,5.5,Ba3,5.17,5.5,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,6.0,B1,5.5,5.83,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,6.0,B2,5.83,6.17,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Overall,Indicative Rating,weighted_average_score,Moody weighted average score to indicative rating,overall_rating_bucket,6.5,B3 and below,6.17,6.5,False,True,lower_is_stronger,score,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Exhibit 5 / Factor Weighted Average table,high,Detailed Moody CCD GO score-to-rating map from uploaded scorecard.
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,tax_base_size,Tax Base Size: Full Value,direct_numeric,1.0,Aaa,12000000000,,True,False,higher_is_stronger,dollars,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,tax_base_size,Tax Base Size: Full Value,direct_numeric,2.0,Aa,1400000000,12000000000,True,True,higher_is_stronger,dollars,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,tax_base_size,Tax Base Size: Full Value,direct_numeric,3.0,A,240000000,1400000000,True,True,higher_is_stronger,dollars,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,tax_base_size,Tax Base Size: Full Value,direct_numeric,4.0,Baa,120000000,240000000,True,True,higher_is_stronger,dollars,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,tax_base_size,Tax Base Size: Full Value,direct_numeric,5.0,Ba,60000000,120000000,True,True,higher_is_stronger,dollars,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,tax_base_size,Tax Base Size: Full Value,direct_numeric,6.0,B and Below,,60000000,False,True,higher_is_stronger,dollars,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,full_value_per_capita,Full Value Per Capita,direct_numeric,1.0,Aaa,150000,,True,False,higher_is_stronger,dollars,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,full_value_per_capita,Full Value Per Capita,direct_numeric,2.0,Aa,65000,150000,True,True,higher_is_stronger,dollars,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,full_value_per_capita,Full Value Per Capita,direct_numeric,3.0,A,35000,65000,True,True,higher_is_stronger,dollars,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,full_value_per_capita,Full Value Per Capita,direct_numeric,4.0,Baa,20000,35000,True,True,higher_is_stronger,dollars,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,full_value_per_capita,Full Value Per Capita,direct_numeric,5.0,Ba,10000,20000,True,True,higher_is_stronger,dollars,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,full_value_per_capita,Full Value Per Capita,direct_numeric,6.0,B and Below,,10000,False,True,higher_is_stronger,dollars,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,wealth_ratio,Socioeconomic Indices: Median Family Income / U.S. Median,direct_numeric,1.0,Aaa,1.5,,True,False,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,wealth_ratio,Socioeconomic Indices: Median Family Income / U.S. Median,direct_numeric,2.0,Aa,0.9,1.5,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,wealth_ratio,Socioeconomic Indices: Median Family Income / U.S. Median,direct_numeric,3.0,A,0.75,0.9,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,wealth_ratio,Socioeconomic Indices: Median Family Income / U.S. Median,direct_numeric,4.0,Baa,0.5,0.75,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,wealth_ratio,Socioeconomic Indices: Median Family Income / U.S. Median,direct_numeric,5.0,Ba,0.4,0.5,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Economy / Tax Base,Economy / Tax Base,wealth_ratio,Socioeconomic Indices: Median Family Income / U.S. Median,direct_numeric,6.0,B and Below,,0.4,False,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Economy / Tax Base threshold table,high,
moodys_ccd_go,Finances,Finances,fund_balance_ratio,Fund Balance as % of Revenues,direct_numeric,1.0,Aaa,0.3,,True,False,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,fund_balance_ratio,Fund Balance as % of Revenues,direct_numeric,2.0,Aa,0.15,0.3,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,fund_balance_ratio,Fund Balance as % of Revenues,direct_numeric,3.0,A,0.05,0.15,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,fund_balance_ratio,Fund Balance as % of Revenues,direct_numeric,4.0,Baa,0.0,0.05,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,fund_balance_ratio,Fund Balance as % of Revenues,direct_numeric,5.0,Ba,-0.025,0.0,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,fund_balance_ratio,Fund Balance as % of Revenues,direct_numeric,6.0,B and Below,,-0.025,False,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,cash_balance_ratio,Cash Balance as % of Revenues,direct_numeric,1.0,Aaa,0.3,,True,False,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,cash_balance_ratio,Cash Balance as % of Revenues,direct_numeric,2.0,Aa,0.15,0.3,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,cash_balance_ratio,Cash Balance as % of Revenues,direct_numeric,3.0,A,0.05,0.15,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,cash_balance_ratio,Cash Balance as % of Revenues,direct_numeric,4.0,Baa,0.0,0.05,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,cash_balance_ratio,Cash Balance as % of Revenues,direct_numeric,5.0,Ba,-0.025,0.0,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,cash_balance_ratio,Cash Balance as % of Revenues,direct_numeric,6.0,B and Below,,-0.025,False,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,fund_balance_trend_5yr,5-Year Dollar Change in Fund Balance as % of Revenues,direct_numeric,1.0,Aaa,0.25,,True,False,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,fund_balance_trend_5yr,5-Year Dollar Change in Fund Balance as % of Revenues,direct_numeric,2.0,Aa,0.1,0.25,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,fund_balance_trend_5yr,5-Year Dollar Change in Fund Balance as % of Revenues,direct_numeric,3.0,A,0.0,0.1,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,fund_balance_trend_5yr,5-Year Dollar Change in Fund Balance as % of Revenues,direct_numeric,4.0,Baa,-0.1,0.0,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,fund_balance_trend_5yr,5-Year Dollar Change in Fund Balance as % of Revenues,direct_numeric,5.0,Ba,-0.18,-0.1,True,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,fund_balance_trend_5yr,5-Year Dollar Change in Fund Balance as % of Revenues,direct_numeric,6.0,B and Below,,-0.18,False,True,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
moodys_ccd_go,Finances,Finances,cash_balance_trend_5yr,5-Year Dollar Change in Cash Balance as % of Revenues,direct_numeric,1.0,Aaa,0.25,,True,False,higher_is_stronger,decimal,,,,,,Contra Costa CCD Moodys Higher Ed Scorecard.xlsx,Finances threshold table,high,
